1568072621.000000, 1568072621.000000, 1568072621.000000
32.000000, 32.000000, 32.000000
-30,-1,56
-30,-1,55
-30,-2,55
-31,-2,55
-31,-2,55
-30,-2,55
-30,-2,55
-30,-1,55
-31,-1,55
-30,-1,56
-30,-1,56
-30,-1,55
-30,-1,56
-29,-2,56
-31,-2,55
-30,-2,55
-32,-2,54
-32,-2,54
-32,-2,54
-32,-2,55
-31,-2,54
-31,-1,55
-30,-1,56
-30,-1,55
-30,-2,56
-29,-2,56
-29,-2,56
-30,-2,56
-29,-1,56
-29,-1,56
-29,-1,56
-30,-1,56
-29,-1,56
-29,-1,56
-29,-1,56
-29,-1,56
-29,-2,56
-29,-2,56
-29,-1,56
-29,-1,56
-29,-1,56
-29,-1,56
-29,-1,56
-29,-1,56
-28,-2,56
-29,-1,56
-28,-2,56
-29,-1,57
-29,-1,56
-28,-1,56
-28,-1,56
-29,-2,56
-29,-1,56
-29,-1,56
-29,-1,56
-29,-1,56
-29,-1,56
-28,-1,57
-29,-1,56
-29,-1,56
-27,-1,57
-29,-1,56
-29,-2,57
-29,-2,56
-30,-1,56
-29,-1,56
-27,-1,57
-29,-1,56
-30,-2,56
-28,-2,57
-28,-2,56
-29,-2,56
-29,-2,56
-29,-2,56
-29,-2,56
-29,-2,56
-29,-2,56
-29,-2,56
-29,-2,56
-29,-2,56
-29,-2,56
-29,-2,56
-29,-2,56
-29,-2,56
-29,-2,56
-29,-2,56
-30,-2,57
-29,-2,56
-30,-2,56
-29,-2,56
-29,-2,56
-29,-2,56
-29,-2,56
-29,-2,56
-29,-2,56
-29,-2,56
-29,-2,55
-29,-2,56
-29,-2,56
-29,-2,56
-29,-2,56
-29,-1,56
-29,-2,56
-29,-2,56
-29,-2,56
-28,-2,57
-29,-2,57
-29,-2,56
-29,-2,56
-29,-1,56
-29,-2,57
-29,-2,56
-28,-2,57
-28,-2,57
-29,-1,56
-29,-1,56
-28,-1,57
-28,-1,57
-28,-1,57
-29,-2,56
-28,-2,56
-29,-2,56
-27,-1,57
-27,-1,57
-27,-1,58
-28,-1,57
-27,-1,57
-28,-1,57
-29,-1,56
-29,-1,56
-29,-1,57
-29,-1,56
-29,-1,56
-29,-2,57
-29,-2,56
-28,-2,57
-28,-2,56
-29,-2,56
-28,-2,56
-28,-2,57
-29,-1,56
-29,-1,56
-27,-1,57
-28,-2,57
-28,-2,56
-28,-2,57
-28,-2,57
-28,-1,57
-28,-1,57
-29,-2,56
-30,-2,55
-29,-2,56
-29,-2,56
-30,-2,56
-29,-2,56
-28,-2,56
-29,-2,56
-29,-2,56
-29,-2,56
-29,-1,56
-29,-2,56
-29,-2,56
-29,-2,57
-29,-2,56
-28,-2,56
-28,-2,57
-29,-2,56
-29,-2,56
-29,-2,56
-29,-2,56
-29,-2,56
-29,-2,56
-28,-2,57
-29,-2,56
-28,-2,56
-28,-2,57
-29,-2,56
-28,-2,57
-28,-2,56
-28,-2,57
-28,-1,57
-28,-2,57
-28,-2,56
-28,-2,57
-28,-2,57
-28,-2,56
-29,-2,56
-28,-2,57
-27,-2,57
-27,-1,57
-26,-1,58
-27,-1,58
-28,-2,57
-28,-2,57
-27,-2,57
-27,-1,57
-27,-1,57
-27,-2,57
-28,-2,57
-28,-2,57
-28,-2,57
-27,-1,57
-27,-1,57
-27,-2,58
-27,-2,57
-28,-1,57
-27,-1,56
-27,-1,57
-28,-2,57
-29,-1,57
-28,-1,57
-28,-1,57
-28,-1,57
-28,-2,56
-29,-2,56
-28,-2,57
-28,-2,57
-29,-2,56
-29,-1,56
-28,-1,56
-28,-2,56
-28,-1,56
-28,-2,57
-28,-2,57
-28,-2,57
-29,-2,56
-29,-1,56
-28,-2,56
-29,-2,56
-29,-2,57
-34,-7,55
-31,-1,55
-34,-10,52
-25,-2,57
-28,1,58
-28,0,57
-24,0,58
-19,-1,61
-15,-1,61
-14,-2,62
-12,-3,61
-11,-1,62
-7,0,63
-8,-1,63
-7,-1,63
-7,-1,63
-8,-2,63
-7,-1,62
-7,-1,63
-7,-1,63
-8,-1,63
-8,-1,63
-9,-2,62
-12,-2,61
-10,-1,63
-10,-1,62
-11,-2,62
-9,-1,62
-9,-2,63
-8,-3,62
-9,-1,62
-10,-2,62
-11,-2,62
-11,-1,62
-10,-1,62
-10,-1,63
-11,-2,62
-10,0,62
-9,-1,62
-12,-1,62
-11,0,62
-9,0,62
-10,-1,62
-10,0,62
-10,1,62
-17,-2,61
-13,1,61
-3,0,64
-12,-1,62
-10,4,63
-11,1,63
-16,2,62
-16,6,62
-9,-1,64
-6,0,65
-6,1,66
-19,8,67
-18,10,65
-18,-21,49
-19,3,55
-16,0,61
-14,-1,61
-17,-1,61
-20,-2,60
-21,-1,60
-19,-1,60
-18,-1,60
-18,-1,60
-19,-1,61
-20,-2,60
-20,-1,60
-19,-2,60
-20,-2,60
-21,-2,60
-20,-1,60
-22,-2,59
-22,-2,59
-24,-1,59
-24,-1,59
-25,-1,58
-27,-1,57
-28,-2,56
-27,-1,57
-25,-1,58
-26,-1,58
-27,-1,58
-26,-1,58
-27,-2,57
-28,-2,57
-26,-1,58
-26,-1,58
-27,-1,57
-27,-1,57
-26,-1,58
-26,-1,58
-27,-1,57
-26,-1,58
-25,-1,58
-26,-1,58
-27,-1,58
-26,-1,58
-26,-1,58
-26,-2,58
-26,-2,57
-26,-1,58
-25,-1,58
-26,-1,58
-26,-1,58
-25,-1,58
-26,-1,57
-25,-1,58
-25,-2,58
-27,-2,57
-26,-1,58
-25,-1,58
-26,-1,58
-26,-2,58
-26,-2,58
-26,-1,58
