1568074734.000000, 1568074734.000000, 1568074734.000000
32.000000, 32.000000, 32.000000
-26,-4,57
-26,-4,57
-27,-4,57
-27,-5,57
-26,-4,57
-25,-4,58
-26,-4,57
-27,-4,58
-27,-4,57
-26,-4,57
-26,-4,58
-26,-4,58
-26,-4,58
-26,-4,57
-26,-4,57
-26,-4,58
-26,-4,58
-26,-4,57
-26,-4,58
-26,-4,58
-26,-4,57
-26,-4,57
-26,-4,58
-26,-4,58
-26,-4,58
-26,-4,58
-26,-4,58
-26,-4,58
-26,-4,58
-26,-4,57
-26,-4,58
-26,-4,58
-26,-4,58
-26,-4,57
-26,-4,58
-26,-4,58
-26,-4,58
-26,-4,58
-26,-4,58
-26,-4,58
-26,-4,58
-25,-4,58
-25,-4,58
-25,-4,58
-26,-4,58
-26,-4,58
-26,-4,58
-25,-4,58
-25,-4,58
-26,-4,58
-26,-4,58
-26,-4,58
-26,-4,58
-26,-4,58
-26,-4,58
-25,-4,58
-25,-4,58
-26,-4,58
-25,-4,58
-25,-4,58
-26,-4,58
-26,-4,58
-26,-4,58
-25,-4,58
-25,-4,58
-26,-4,58
-26,-4,58
-26,-4,58
-25,-4,58
-26,-4,58
-28,-4,56
-23,-4,58
-28,-3,57
-26,-5,58
-25,-3,58
-25,-3,58
-23,-5,59
-25,-4,58
-27,-4,58
-26,-5,57
-22,-3,59
-23,-5,58
-21,-5,60
-19,-6,60
-17,-6,59
-18,-6,60
-16,-7,61
-16,-7,62
-15,-6,61
-15,-7,61
-14,-7,61
-14,-7,61
-15,-6,61
-13,-6,63
-14,-6,62
-14,-6,62
-18,-5,59
-21,-5,58
-26,-5,56
-24,-5,59
-22,-5,60
-19,-5,60
-20,-5,59
-21,-5,59
-21,-5,60
-21,-5,60
-19,-5,60
-19,-5,59
-23,0,56
-22,-10,58
-20,-5,62
-19,-4,60
-18,-4,60
-16,-4,61
-20,-6,60
-21,-4,59
-21,-4,59
-23,-4,60
-22,-4,60
-21,-5,58
-19,-5,60
-19,-5,61
-21,-4,60
-21,-4,59
-20,-5,60
-20,-5,60
-20,-5,60
-19,-5,59
-19,-4,60
-19,-5,60
-18,-5,60
-18,-5,60
-18,-5,60
-17,-5,61
-14,-6,61
-15,-5,60
-15,-4,61
-14,-4,62
-15,-5,62
-15,-4,61
-15,-4,61
-14,-5,61
-15,-4,62
-15,-3,61
-14,-5,61
-14,-5,62
-16,-4,61
-15,-4,61
-14,-5,61
-15,-4,61
-15,-3,61
-14,-4,62
-15,-4,61
-15,-4,61
-14,-4,61
-15,-4,62
-15,-4,62
-15,-4,61
-15,-4,60
-15,-4,61
-14,-5,62
-15,-4,61
-15,-4,61
-15,-4,61
-15,-4,61
-15,-4,61
-15,-4,61
-15,-4,61
-15,-4,61
-15,-5,61
-15,-4,61
-15,-4,61
-15,-4,61
-15,-4,61
-15,-4,61
-15,-4,61
-15,-5,61
-15,-5,61
-15,-4,61
-15,-4,61
-15,-5,61
-15,-4,61
-15,-5,61
-15,-5,61
-15,-5,61
-16,-4,61
-16,-4,61
-15,-4,61
-15,-5,61
-15,-4,61
-14,-5,61
-14,-5,61
-15,-5,61
-14,-4,61
-14,-4,61
-14,-4,62
-14,-4,61
-14,-4,61
-14,-4,61
-15,-4,61
-14,-4,61
-15,-4,61
-15,-4,62
-15,-4,62
-15,-3,61
-14,-3,61
-14,-4,62
-15,-4,61
-14,-4,62
-14,-3,61
-14,-3,61
-15,-4,61
-15,-4,61
-14,-3,61
-14,-3,63
-13,-3,62
-14,-4,61
-15,-4,62
-14,-3,61
-14,-3,61
-14,-3,62
-14,-3,61
-14,-3,61
-15,-3,61
-15,-3,61
-14,-3,62
-14,-3,61
-14,-3,61
-14,-3,62
-15,-3,61
-14,-3,62
-14,-3,62
-14,-3,61
-14,-3,61
-14,-3,62
-14,-3,61
-14,-3,61
-14,-3,62
-14,-3,61
-14,-3,61
-14,-3,62
-14,-3,62
-14,-3,61
-14,-3,61
-14,-3,61
-14,-3,62
-14,-3,61
-14,-3,61
-14,-3,62
-14,-3,61
-14,-3,62
-14,-3,62
-14,-3,62
-14,-3,61
-14,-3,61
-14,-3,61
-14,-3,61
-14,-3,61
-14,-3,61
-14,-3,61
-14,-3,61
-14,-3,61
-14,-3,62
-14,-3,62
-15,-3,61
-14,-3,61
-14,-3,61
-14,-3,62
-15,-3,62
-14,-2,61
-12,-3,62
-14,-4,62
-15,-4,66
-14,-2,62
-15,-2,61
-11,-3,62
-12,-5,61
-14,-5,60
-15,-4,62
-10,-3,62
-13,-4,61
-18,-6,64
-9,-1,62
-16,-5,58
-17,-7,58
-20,-5,59
-18,-5,61
-19,-7,59
-22,5,57
-20,-2,59
-27,-2,59
-27,-3,59
-26,-5,58
-22,-4,58
-22,-4,59
-23,-5,59
-23,-4,59
-23,-4,58
-23,-4,59
-23,-4,59
-23,-4,58
-23,-4,58
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,58
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-24,-4,58
-24,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-24,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-24,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-24,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-24,-4,59
-24,-4,59
-24,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-24,-4,59
-24,-5,58
-23,-4,59
-23,-4,59
-23,-4,59
-24,-4,58
-23,-4,58
-23,-4,58
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-24,-4,58
-24,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-24,-4,58
-24,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-24,-4,58
-23,-4,58
-24,-4,58
-23,-4,59
-24,-4,59
-24,-4,58
-23,-4,59
-23,-4,59
-24,-4,59
-24,-5,59
-23,-4,59
-23,-4,58
-23,-4,59
-24,-4,59
-23,-4,58
-23,-4,59
-23,-4,59
-24,-4,59
-25,-3,59
-23,-4,59
-24,-4,58
-25,-4,59
-23,-4,59
-22,-4,60
-21,-5,59
-19,-5,60
-21,-5,59
-20,-5,60
-22,-5,58
-21,-4,60
-20,-5,59
-21,-5,59
-21,-5,60
-21,-4,60
-21,-5,59
-22,-5,59
-21,-5,59
-22,-5,59
-22,-4,59
-22,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-24,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-24,-4,59
-24,-4,58
-24,-4,58
-23,-4,59
-23,-4,59
-24,-4,59
-24,-4,58
-24,-5,58
-23,-5,59
-23,-4,59
-24,-4,59
-23,-4,59
-23,-4,59
-24,-4,59
-24,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-24,-4,58
-24,-4,59
-23,-4,59
-23,-4,59
-23,-4,58
-23,-4,59
-23,-4,59
-24,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-24,-4,59
-23,-4,58
-23,-4,59
-23,-4,59
-23,-4,59
-24,-4,58
-24,-4,58
-23,-4,59
-23,-4,59
-23,-4,59
-24,-5,58
-24,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,58
-23,-4,59
-23,-4,59
-23,-4,59
-24,-4,59
-24,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-24,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-24,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-24,-4,59
-23,-4,58
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
-23,-4,59
